,Ratings,Full_review
29259,3,"Dont expect much at this is price (I got it for 5500). It is led back lid, not led monitor (same mentioned in description). Don't expect viewing angles it's just serves for office use."
29260,5,cool
29261,3,"Too much bazzles around display , and it's better to go for 1080 p display bcoz this 720p display is not upto the mark"
29262,5,Nic
29263,5,Very good.super quality
29264,4,Good
29265,5,Nice quality Quality for money
29266,5,Good !
29267,3,Normal
29268,5,Very good product
29269,4,Okay
29270,4,Power cable length is very low
29271,5,Nice product.
29272,5,Nice product at this price . . . . Very good
29273,4,"Worth for money. In my case inside the packing Dell box opened condition, (so one star minus) but no issue found in the product, till now working well."
29274,4,It's a good product.. You can buy screen is working good
29275,4,Nice product for ps4
29276,5,Grateful
29277,5,products are good
29278,5,Good product best quality
29279,2,The power code of this monitor gas very big socket .. it won't go to your normal plug. You will require big socket to insert it .
29280,5,16 amp socket is the only problem otherwise fine
29281,4,Product good but stand not able to adjust.
29282,3,Good
29283,3,"Product is good. It was available for Rs 500 less next day after ordering so felt cheated. Also beware it has 16A power cord (which is used for devices like Refrigerator, Washing machine) so it wont fit in your regular socket."
29284,1,The power plug/pin is too big.. does not fit anywhere. It's bigger than required for a refrigerator. Don't know why it requires so much power. ..The monitor is just okay but worth the price
29285,5,Very good package and fast delivery in one day. Monitor is very good. But plug is so big u can use combine socket.💐
29286,4,Good product
29287,5,Nice one......
29288,5,Very good ☺️
29289,5,Very nice podact Very good colour and contrast
29290,5,Good product
29291,4,Very good product
29292,2,"Not good product ,I used for this product but after six months his display destro"
29293,5,Good buy
29294,1,"Don't buy ! This monitor's image quality is sooo bad ! The monitor came with a serious display fault, the image was full of noise ! Even after replacement the quality didn't improve and now they aren't even refunding it ! Worst service ever !"
29295,5,"Best product, Best build quality, good picture quality"
29296,4,Not bad
29297,4,Good product
29298,4,"Best budget monitor, blindly go for it."
29299,5,Nice
29300,5,"Good packing, on time delivery, good image quality.. good built also.."
29301,5,It's better than I expected...if your budget is tight then just go for it don't worry
29302,3,Paking was bad
29303,5,Good
29304,5,Good quality
29305,4,Good product
29306,5,This product is very good.Thanks
29307,5,Value for money .
29308,5,Good
29309,5,Value for Money.
29310,5,Monitor is good Inside HDMI cable and VGA cable Received it is Very good
29311,3,Good brightness Good anti glare coating But not deep blacks Black color is more greyish..... Viewing angles aren't good.
29312,5,Very good quality
29313,5,Very nice product
29314,5,Very nice product 👍🏻👍🏻 packing is very good like it .
29315,1,Good
29316,4,Ok
29317,5,choicest and exemplary under rs.6000......... genuine product by DELL.....
29318,5,Nice product
29319,5,Nice display 😊
29320,5,Nice
29321,1,Colour resolution is not good.
29322,4,good product
29323,5,"Nice products,👍👍"
29324,5,Awesome
29325,5,Nice
29326,2,Low quality of monitor when iam watching the videos Then looking one side negative
29327,5,Good satisfactory product
29328,4,Good
29329,4,First of all excellent one day delivery by Flipkart! Thanks a lot for this timely delivery. Sudden death of my 10 yrs old AOC monitor in the middle of a very important delivery left me no choice but to order a new one. I wanted to go for a low budget monitor and this TFT one serves my purpose perfectly.
29330,5,Good
29331,5,Good product👍👍
29332,5,"Good,,, cheaper than market rate"
29333,4,It's good
29334,5,Nice product
29335,5,Very nice
29336,5,Good
29337,5,Very nice quality
29338,5,Average
29339,5,Superb quality
29340,4,The (Picture)colour and angle of view is inferior .
29341,5,Very good product
29342,5,Good Product with reasonable price
29343,3,Screen is good but the stand for the monitor is unadjustable. You have to place it in a fixed position and could not tilt in any sort of angle.
29344,5,Best
29345,5,Product is good as shown.
29346,4,Good
29347,5,Nice
29348,5,Awesome product.. Currently I'm using both vga n hdmi ports working perfectly.. I have plugged in android box to hdmi port n it works perfectly even audio port working nice..
29349,5,"Quality is perfect, just plug is too much large so doesn't fit with normal socket"
29350,5,This is very good product
29351,5,Very good. Very clear view.
29352,5,Superb
29353,5,Super
29354,5,Good
29355,5,wooow nice
29356,4,Good
29357,4,Excellent Monitor ☺️
29358,5,Best
29359,5,Nice & affordable monitor provide by Dell in this price range... Hdmi cable available with this pack
29360,5,Excellent thanks to flipcart
29361,5,nice
29362,5,Full hd display
29363,5,good products with cheap cost
29364,5,Nice and good product
29365,4,Nice system
29366,5,Good product
29367,5,Best product ✌️
29368,4,Overall it is good
29369,5,"Perfect size, nice display, HDMI connectivity is great. Got a good deal in BBD. Thanks Flipkart."
29370,5,Good and worth for money
29371,5,Nice dell monitor value of money.
29372,5,very good monitor under 5000
29373,5,"Nice product, quick delivery without any scratch on packing"
29374,5,Product is Good and best at its price
29375,5,"Excellent LED monitor ❤️❤️❤️❤️ I love flipkart and his products...,,,,❤️❤️❤️❤️"
29376,5,Nice
29377,5,Nice 👍
29378,4,Nice one
29379,4,Good
29380,5,Great product...packing was good.
29381,5,"Super fast service, excellent"
29382,5,Perfect moniter i have ever used under 5000rs By the way i got it in 4500rs under big billion days sell.  Pros-HDMI port under 4500rs. Display is really very realistic and clear. Built quality is also good .  Cons-Not Found yet.  Overall a best moniter trust me and go for it frequently
29383,5,Good
29384,4,Good product at this price range.
29385,5,great effort & quick delivery 👏🏻
29386,4,Awesome monitor in low price
29387,4,Good quality .
29388,5,"Nice product, super clarity"
29389,5,Super
29390,5,Good one
29391,5,Good one . Very nicely packed and quick delivery.
29392,5,Supperb product
29393,4,Nice
29394,5,Excellent product
29395,4,Product was so nice. Quality is good.
29396,5,Good
29397,5,Good item
29398,4,"DOES NOT WORK WITH MACBOOKs  Well I ordered this monitor to use as an external monitor to my macBook pro 2020 model, but it turns out that it doesn't support iOS. So if you are looking for monitors for Macbook, this is not your product. Otherwise it works quite well with Windows laptops.!"
29399,5,Nice product. Happy with it
29400,5,Nice
29401,5,Cheap and Best
29402,4,Good product.
29403,1,It is super but now switches of it does not working
29404,3,Good worth for money..
29405,5,Very nice product
29406,3,Super quality
29407,5,Superb. Value for money with DELL brand
29408,5,awesome
29409,5,Best Quality in this Price Range. Thank you Flipkart.
29410,4,"It was good but not for professional , only for daily normal use"
29411,5,Value for money product
29412,5,Perfect monitor
29413,5,Nice Product. Works well
29414,5,Nice working superb
29415,5,Good product.
29416,4,The product has satisfied me.
29417,3,Overall ok but stand base very poor quality
29418,5,Nice product but display clearity is not good.. Hp monitors are shown accurate colours & display...   I love hp pc. & hp products..  I hate dell monitors only
29419,5,Asom
29420,5,Best at the affordable price
29421,5,Good
29422,5,"Good! Budget friendly, Just buy it."
29423,4,Good quality product but Flipkart need to ensure the delivery of the products
29424,1,"Terrible purchase, don't waste your money."
29425,5,Very good product this range.
29426,5,Super Monitor for money
29427,5,"Best budgeted monitor for basic use. Haven't tried playing games on it, but I'm sure they will run fine."
29428,4,Excellent
29429,4,Good produced
29430,5,Very nice
29431,5,Good👍👍
29432,5,Supub
29433,5,Good
29434,5,Works Fine
29435,5,Super monitor.
29436,5,Glad to use
29437,5,Good Product and better quality that the reason for giving five star
29438,5,Nice product
29439,5,Very nic
29440,4,"light weight, great proce value accoreding to sum of money"
29441,4,Good quality and fabulous display. Worth buying
29442,5,Great
29443,5,It is superb. I didn't understood how to reduce its brightness. I t connecting to fire tv stick and enjoying watching movies after office hours.
29444,5,Excellent purchase
29445,5,Very good
29446,4,Nice product.its awesome monitor.
29447,5,It is good.
29448,5,Worth of money. Working still without any compliance.
29449,4,Good
29450,5,"Good quality monitor, the colours are great. The viewing angle is a little less, but I think at this rate, monitors of all brands have the same basic specs. Overall, very satisfied with the product and delivery."
29451,3,"Misguided product... WRONGLY DISCRIBED. The product has been sold as HD LED Backlit whereas Dell Model D1918H is LCD Monitor. Was in dire need of monitor, and got this after 10 days courtesy Pandemic'... so not interested in returning the product.  THE Jio Fiber TV Set Top is working with lone monitor through HDMI cable"
29452,5,compact design. viewing angles are good.color composition is also good
29453,5,very good
29454,5,Good
29455,5,Nice..Working good....
